"NCBI.ID"	"KINGDOM"	"PHYLUM"	"CLASS"	"ORDER"	"FAMILY"	"GENUS"	"NCBI.NAMES"	"AGORA.NAMES"	"MODEL.NAMES"
"320"	553206	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	"Corynebacterium tuberculostearicum SK141"	"Corynebacterium tuberculostearicum SK141"	"Corynebacterium_tuberculostearicum_SK141"
"321"	945711	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	"Corynebacterium ulcerans 809"	"Corynebacterium ulcerans 809"	"Corynebacterium_ulcerans_809"
"322"	401472	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	"Corynebacterium ureicelerivorans"	"Corynebacterium ureicelerivorans"	"Corynebacterium_ureicelerivorans"
"323"	290339	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Cronobacter"	"Cronobacter sakazakii ATCC BAA-894"	"Cronobacter sakazakii ATCC BAA-894"	"Cronobacter_sakazakii_ATCC_BAA_894"
"324"	469378	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Eggerthellales"	"Eggerthellaceae"	"Cryptobacterium"	"Cryptobacterium curtum DSM 15641"	"Cryptobacterium curtum DSM 15641"	"Cryptobacterium_curtum_DSM_15641"
"325"	1292022	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Curtobacterium"	"Curtobacterium flaccumfaciens UCD-AKU"	"Curtobacterium flaccumfaciens UCD-AKU"	"Curtobacterium_flaccumfaciens_UCD_AKU"
"326"	398578	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Delftia"	"Delftia acidovorans SPH-1"	"Delftia acidovorans SPH-1"	"Delftia_acidovorans_SPH_1"
"327"	1274	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermacoccaceae"	"Dermacoccus"	"Dermacoccus nishinomiyaensis"	"Dermacoccus nishinomiyaensis"	"Dermacoccus_nishinomiyaensis"
"328"	1121445	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Desulfovibrio"	"Desulfovibrio desulfuricans DSM 642"	"Desulfovibrio desulfuricans subsp. desulfuricans DSM 642"	"Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642"
"329"	411464	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Desulfovibrio"	"Desulfovibrio piger ATCC 29098"	"Desulfovibrio piger ATCC 29098"	"Desulfovibrio_piger_ATCC_29098"
"330"	457398	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Desulfovibrio"	"Desulfovibrio sp. 3_1_syn3"	"Desulfovibrio sp. 3_1_syn3"	"Desulfovibrio_sp_3_1_syn3"
"331"	592028	"Bacteria"	"Firmicutes"	"Negativicutes"	"Veillonellales"	"Veillonellaceae"	"Dialister"	"Dialister invisus DSM 15470"	"Dialister invisus DSM 15470"	"Dialister_invisus_DSM_15470"
"332"	742743	"Bacteria"	"Firmicutes"	"Negativicutes"	"Veillonellales"	"Veillonellaceae"	"Dialister"	"Dialister succinatiphilus YIT 11850"	"Dialister succinatiphilus YIT 11850"	"Dialister_succinatiphilus_YIT_11850"
"333"	910954	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Dietziaceae"	"Dietzia"	"Dietzia cinnamea P4"	"Dietzia cinnamea P4"	"Dietzia_cinnamea_P4"
"334"	411461	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Dorea"	"Dorea formicigenerans ATCC 27755"	"Dorea formicigenerans ATCC 27755"	"Dorea_formicigenerans_ATCC_27755"
"335"	411462	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Dorea"	"Dorea longicatena DSM 13814"	"Dorea longicatena DSM 13814"	"Dorea_longicatena_DSM_13814"
"336"	1121482	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Dyadobacter"	"Dyadobacter beijingensis DSM 21582"	"Dyadobacter beijingensis DSM 21582"	"Dyadobacter_beijingensis_DSM_21582"
"337"	471854	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Dyadobacter"	"Dyadobacter fermentans DSM 18053"	"Dyadobacter fermentans DSM 18053"	"Dyadobacter_fermentans_DSM_18053"
"338"	742766	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Dysgonamonadaceae"	"Dysgonomonas"	"Dysgonomonas gadei ATCC BAA-286"	"Dysgonomonas gadei ATCC BAA-286"	"Dysgonomonas_gadei_ATCC_BAA_286"
"339"	500638	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Hafniaceae"	"Edwardsiella"	"Edwardsiella tarda ATCC 23685"	"Edwardsiella tarda ATCC 23685"	"Edwardsiella_tarda_ATCC_23685"
"340"	718251	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Hafniaceae"	"Edwardsiella"	"Edwardsiella tarda FL6-60"	"Edwardsiella tarda FL6-60"	"Edwardsiella_tarda_FL6_60"
"341"	479437	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Eggerthellales"	"Eggerthellaceae"	"Eggerthella"	"Eggerthella lenta DSM 2243"	"Eggerthella lenta DSM 2243"	"Eggerthella_lenta_DSM_2243"
"342"	665943	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Eggerthellales"	"Eggerthellaceae"	"Eggerthella"	"Eggerthella sp. 1_3_56FAA"	"Eggerthella sp. 1_3_56FAA"	"Eggerthella_sp_1_3_56FAA"
"343"	502558	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Eggerthellales"	"Eggerthellaceae"	"Eggerthella"	"Eggerthella sp. YY7918"	"Eggerthella sp. YY7918"	"Eggerthella_sp_YY7918"
"344"	999415	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Eggerthia"	"Eggerthia catenaformis OT 569 = DSM 20559"	"Eggerthia catenaformis OT 569"	"Eggerthia_catenaformis_OT_569"
"345"	546274	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Eikenella"	"Eikenella corrodens ATCC 23834"	"Eikenella corrodens ATCC 23834"	"Eikenella_corrodens_ATCC_23834"
"346"	1028307	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Klebsiella"	"Klebsiella aerogenes KCTC 2190"	"Enterobacter aerogenes KCTC 2190"	"Enterobacter_aerogenes_KCTC_2190"
"347"	640513	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Enterobacter"	"Enterobacter asburiae LF7a"	"Enterobacter asburiae LF7a"	"Enterobacter_asburiae_LF7a"
"348"	500639	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Enterobacter"	"Enterobacter cancerogenus ATCC 35316"	"Enterobacter cancerogenus ATCC 35316"	"Enterobacter_cancerogenus_ATCC_35316"
"349"	1045856	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Enterobacter"	"Enterobacter cloacae EcWSU1"	"Enterobacter cloacae EcWSU1"	"Enterobacter_cloacae_EcWSU1"
"350"	1259823	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Enterobacter"	"Enterobacter hormaechei YT2"	"Enterobacter hormaechei YT2"	"Enterobacter_hormaechei_YT2"
"351"	1260282	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Enterobacter"	"Enterobacter hormaechei YT3"	"Enterobacter hormaechei YT3"	"Enterobacter_hormaechei_YT3"
"352"	469613	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	NA	"Enterobacteriaceae bacterium 9_2_54FAA"	"Enterobacteriaceae bacterium 9_2_54FAA"	"Enterobacteriaceae_bacterium_9_2_54FAA"
"353"	1158606	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus asini ATCC 700915"	"Enterococcus asini ATCC 700915"	"Enterococcus_asini_ATCC_700915"
"354"	1140002	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus avium ATCC 14025"	"Enterococcus avium ATCC 14025"	"Enterococcus_avium_ATCC_14025"
"355"	1158612	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus caccae ATCC BAA-1240"	"Enterococcus caccae ATCC BAA-1240"	"Enterococcus_caccae_ATCC_BAA_1240"
"356"	888066	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus casseliflavus ATCC 12755"	"Enterococcus casseliflavus ATCC 12755"	"Enterococcus_casseliflavus_ATCC_12755"
"357"	1121864	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus cecorum DSM 20682 = ATCC 43198"	"Enterococcus cecorum DSM 20682"	"Enterococcus_cecorum_DSM_20682"
"358"	1139219	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus dispar ATCC 51266"	"Enterococcus dispar ATCC 51266"	"Enterococcus_dispar_ATCC_51266"
"359"	1140001	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus durans ATCC 6056"	"Enterococcus durans ATCC 6056"	"Enterococcus_durans_ATCC_6056"
"360"	474186	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus faecalis OG1RF"	"Enterococcus faecalis OG1RF, ATCC 47077"	"Enterococcus_faecalis_OG1RF_ATCC_47077"
"361"	491074	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus faecalis TX0104"	"Enterococcus faecalis TX0104"	"Enterococcus_faecalis_TX0104"
"362"	525278	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus faecalis TX1322"	"Enterococcus faecalis TX1322"	"Enterococcus_faecalis_TX1322"
"363"	749518	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus faecalis TX2134"	"Enterococcus faecalis TX2134"	"Enterococcus_faecalis_TX2134"
"364"	226185	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus faecalis V583"	"Enterococcus faecalis V583"	"Enterococcus_faecalis_V583"
"365"	525279	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus faecium TX1330"	"Enterococcus faecium TX1330"	"Enterococcus_faecium_TX1330"
"366"	565653	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus gallinarum EG2"	"Enterococcus gallinarum EG2"	"Enterococcus_gallinarum_EG2"
"367"	768486	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus hirae ATCC 9790"	"Enterococcus hirae ATCC 9790"	"Enterococcus_hirae_ATCC_9790"
"368"	1158610	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus phoeniculicola ATCC BAA-412"	"Enterococcus phoeniculicola ATCC BAA-412"	"Enterococcus_phoeniculicola_ATCC_BAA_412"
"369"	351627	"Bacteria"	"Firmicutes"	"Clostridia"	"Thermoanaerobacterales"	"Thermoanaerobacterales Family III. Incertae Sedis"	"Caldicellulosiruptor"	"Caldicellulosiruptor saccharolyticus DSM 8903"	"Enterococcus saccharolyticus DSM8903"	"Enterococcus_saccharolyticus_DSM8903"
"370"	1351	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"Enterococcus faecalis"	"Enterococcus sp. 7L76"	"Enterococcus_sp_7L76"
"371"	552396	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	NA	"Erysipelotrichaceae bacterium 5_2_54FAA"	"Erysipelotrichaceae bacterium 5_2_54FAA"	"Erysipelotrichaceae_bacterium_5_2_54FAA"
"372"	658659	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	NA	"Erysipelotrichaceae bacterium 3_1_53"	"Erysipelotrichaceae bacterium sp. 3_1_53"	"Erysipelotrichaceae_bacterium_sp_3_1_53"
"373"	1440052	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Escherichia"	"Escherichia albertii KF1"	"Escherichia albertii KF1"	"Escherichia_albertii_KF1"
"374"	502347	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Escherichia"	"Escherichia albertii TW07627"	"Escherichia albertii TW07627"	"Escherichia_albertii_TW07627"
"375"	386585	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Escherichia"	"Escherichia coli O157:H7 str. Sakai"	"Escherichia coli O157:H7 str. Sakai"	"Escherichia_coli_O157_H7_str_Sakai"
"376"	409438	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Escherichia"	"Escherichia coli SE11"	"Escherichia coli SE11"	"Escherichia_coli_SE11"
"377"	364106	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Escherichia"	"Escherichia coli UTI89"	"Escherichia coli str. K-12 substr. MG1655"	"Escherichia_coli_UTI89_UPEC"
"378"	511145	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Escherichia"	"Escherichia coli str. K-12 substr. MG1655"	"Escherichia coli UTI89 (UPEC)"	"Escherichia_coli_str_K_12_substr_MG1655"
"379"	585054	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Escherichia"	"Escherichia fergusonii ATCC 35469"	"Escherichia fergusonii ATCC 35469"	"Escherichia_fergusonii_ATCC_35469"
"380"	1115512	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Atlantibacter"	"Atlantibacter hermannii NBRC 105704"	"Escherichia hermannii NBRC 105704"	"Escherichia_hermannii_NBRC_105704"
"381"	457400	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Escherichia"	"Escherichia sp. 1_1_43"	"Escherichia sp. 1_1_43"	"Escherichia_sp_1_1_43"
"382"	562	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Escherichia"	"Escherichia coli"	"Escherichia sp. 3_2_53FAA"	"Escherichia_sp_3_2_53FAA"
"383"	457401	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Escherichia"	"Escherichia sp. 4_1_40B"	"Escherichia sp. 4_1_40B"	"Escherichia_sp_4_1_40B"
"384"	518637	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Holdemanella"	"Holdemanella biformis DSM 3989"	"Eubacterium biforme DSM 3989"	"Eubacterium_biforme_DSM_3989"
"385"	1321814	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales Family XIII. Incertae Sedis"	NA	"Eubacterium brachy ATCC 33089"	"Eubacterium brachy ATCC 33089"	"Eubacterium_brachy_ATCC_33089"
"386"	633697	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Eubacteriaceae"	"Eubacterium"	"Eubacterium cellulosolvens 6"	"Eubacterium cellulosolvens 6"	"Eubacterium_cellulosolvens_6"
"387"	717960	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Faecalitalea"	"Faecalitalea cylindroides T2-87"	"Eubacterium cylindroides T2-87"	"Eubacterium_cylindroides_T2_87"
"388"	1408437	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Agathobaculum"	"Agathobaculum desmolans ATCC 43058"	"Eubacterium desmolans ATCC 43058"	"Eubacterium_desmolans_ATCC_43058"
"389"	428127	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Absiella"	"Absiella dolichum DSM 3991"	"Eubacterium dolichum DSM 3991"	"Eubacterium_dolichum_DSM_3991"
"390"	515620	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Eubacteriaceae"	"Eubacterium"	"Eubacterium eligens ATCC 27750"	"Eubacterium eligens ATCC 27750"	"Eubacterium_eligens_ATCC_27750"
"391"	411469	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Anaerobutyricum"	"Anaerobutyricum hallii DSM 3353"	"Eubacterium hallii DSM 3353"	"Eubacterium_hallii_DSM_3353"
"392"	105843	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Anaerobutyricum"	"Anaerobutyricum soehngenii"	"Eubacterium hallii L2-7"	"Eubacterium_hallii_L2_7"
"393"	903814	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Eubacteriaceae"	"Eubacterium"	"Eubacterium limosum KIST612"	"Eubacterium limosum KIST612"	"Eubacterium_limosum_KIST612"
"394"	1256908	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Eubacteriaceae"	"Eubacterium"	"Eubacterium ramulus ATCC 29099"	"Eubacterium ramulus ATCC 29099"	"Eubacterium_ramulus_ATCC_29099"
"395"	515619	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	"Eubacterium rectale ATCC 33656"	"Eubacterium rectale ATCC 33656"	"Eubacterium_rectale_ATCC_33656"
"396"	657317	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA	"Eubacterium rectale M104/1"	"Eubacterium rectale M104/1"	"Eubacterium_rectale_M104_1"
"397"	592031	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales Family XIII. Incertae Sedis"	NA	"Eubacterium saphenum ATCC 49989"	"Eubacterium saphenum ATCC 49989"	"Eubacterium_saphenum_ATCC_49989"
"398"	657319	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	NA	"Eubacterium siraeum 70/3"	"Eubacterium siraeum 70/3"	"Eubacterium_siraeum_70_3"
"399"	428128	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	NA	"Eubacterium siraeum DSM 15702"	"Eubacterium siraeum DSM 15702"	"Eubacterium_siraeum_DSM_15702"
"400"	888727	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales Family XIII. Incertae Sedis"	NA	"Eubacterium sulci ATCC 35585"	"Eubacterium sulci ATCC 35585"	"Eubacterium_sulci_ATCC_35585"
"401"	411463	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Eubacteriaceae"	"Eubacterium"	"Eubacterium ventriosum ATCC 27560"	"Eubacterium ventriosum ATCC 27560"	"Eubacterium_ventriosum_ATCC_27560"
"402"	1397694	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	NA	"Exiguobacterium"	"Exiguobacterium aurantiacum DSM 6208"	"Exiguobacterium aurantiacum DSM 6208"	"Exiguobacterium_aurantiacum_DSM_6208"
"403"	748224	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Faecalibacterium"	"Faecalibacterium cf. prausnitzii KLE1255"	"Faecalibacterium cf. prausnitzii KLE1255"	"Faecalibacterium_cf_prausnitzii_KLE1255"
"404"	411483	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Faecalibacterium"	"Faecalibacterium prausnitzii A2-165"	"Faecalibacterium prausnitzii A2-165"	"Faecalibacterium_prausnitzii_A2_165"
"405"	718252	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Faecalibacterium"	"Faecalibacterium prausnitzii L2-6"	"Faecalibacterium prausnitzii L2-6"	"Faecalibacterium_prausnitzii_L2_6"
"406"	411485	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Faecalibacterium"	"Faecalibacterium prausnitzii M21/2"	"Faecalibacterium prausnitzii M21/2"	"Faecalibacterium_prausnitzii_M21_2"
"407"	657322	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Faecalibacterium"	"Faecalibacterium prausnitzii SL3/3"	"Faecalibacterium prausnitzii SL3/3"	"Faecalibacterium_prausnitzii_SL3_3"
"408"	546269	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Filifactor"	"Filifactor alocis ATCC 35896"	"Filifactor alocis ATCC 35896"	"Filifactor_alocis_ATCC_35896"
"409"	334413	"Bacteria"	"Firmicutes"	"Tissierellia"	"Tissierellales"	"Peptoniphilaceae"	"Finegoldia"	"Finegoldia magna ATCC 29328"	"Finegoldia magna ATCC 29328"	"Finegoldia_magna_ATCC_29328"
"410"	411475	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Flavonifractor"	"Flavonifractor plautii ATCC 29863"	"Flavonifractor plautii ATCC 29863"	"Flavonifractor_plautii_ATCC_29863"
"411"	469605	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	"Fusobacterium gonidiaformans 3-1-5R"	"Fusobacterium gonidiaformans 3-1-5R"	"Fusobacterium_gonidiaformans_3_1_5R"
"412"	469615	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	"Fusobacterium gonidiaformans ATCC 25563"	"Fusobacterium gonidiaformans ATCC 25563"	"Fusobacterium_gonidiaformans_ATCC_25563"
"413"	469616	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	"Fusobacterium mortiferum ATCC 9817"	"Fusobacterium mortiferum ATCC 9817"	"Fusobacterium_mortiferum_ATCC_9817"
"414"	556263	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	"Fusobacterium necrophorum D12"	"Fusobacterium necrophorum D12"	"Fusobacterium_necrophorum_D12"
"415"	469603	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	"Fusobacterium nucleatum subsp. animalis 3_1_33"	"Fusobacterium nucleatum subsp. animalis 3_1_33"	"Fusobacterium_nucleatum_subsp_animalis_3_1_33"
"416"	457405	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	"Fusobacterium nucleatum subsp. animalis 7_1"	"Fusobacterium nucleatum subsp. animalis 7_1"	"Fusobacterium_nucleatum_subsp_animalis_7_1"
"417"	556264	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	"Fusobacterium nucleatum subsp. animalis D11"	"Fusobacterium nucleatum subsp. animalis D11"	"Fusobacterium_nucleatum_subsp_animalis_D11"
"418"	190304	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	"Fusobacterium nucleatum subsp. nucleatum ATCC 25586"	"Fusobacterium nucleatum subsp. nucleatum ATCC 25586"	"Fusobacterium_nucleatum_subsp_nucleatum_ATCC_25586"
"419"	469602	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	"Fusobacterium nucleatum subsp. vincentii 3_1_27"	"Fusobacterium nucleatum subsp. vincentii 3_1_27"	"Fusobacterium_nucleatum_subsp_vincentii_3_1_27"
"420"	469604	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	"Fusobacterium nucleatum subsp. vincentii 3_1_36A2"	"Fusobacterium nucleatum subsp. vincentii 3_1_36A2"	"Fusobacterium_nucleatum_subsp_vincentii_3_1_36A2"
"421"	469606	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	"Fusobacterium nucleatum subsp. vincentii 4_1_13"	"Fusobacterium nucleatum subsp. vincentii 4_1_13"	"Fusobacterium_nucleatum_subsp_vincentii_4_1_13"
"422"	469621	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	"Fusobacterium periodonticum 1_1_41FAA"	"Fusobacterium periodonticum 1_1_41FAA"	"Fusobacterium_periodonticum_1_1_41FAA"
"423"	469599	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	"Fusobacterium periodonticum 2_1_31"	"Fusobacterium periodonticum 2_1_31"	"Fusobacterium_periodonticum_2_1_31"
"424"	1278306	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	"Fusobacterium russii ATCC 25533"	"Fusobacterium russii ATCC 25533"	"Fusobacterium_russii_ATCC_25533"
"425"	469607	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	"Fusobacterium nucleatum subsp. animalis 4_8"	"Fusobacterium sp. 4_8"	"Fusobacterium_sp_4_8"
"426"	469617	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	"Fusobacterium ulcerans ATCC 49185"	"Fusobacterium ulcerans ATCC 49185"	"Fusobacterium_ulcerans_ATCC_49185"
