mets,metNames,metID,metFormulas,metCharges,metKEGGID,metHMDBID,b
ps120[c],"phosphatidylserine (didodecanoyl, n-C12:0)",cpdAGORA1214,C30H57N1O10P1,-1,,,0
ps140[c],"phosphatidylserine (ditetradecanoyl, n-C14:0)",cpdAGORA1215,C34H65N1O10P1,-1,,,0
ps141[c],"phosphatidylserine (ditetradec-7-enoyl, n-C14:1)",cpdAGORA1216,C34H61N1O10P1,-1,,,0
ps160[c],"phosphatidylserine (dihexadecanoyl, n-C16:0)",cpdAGORA1217,C38H73N1O10P1,-1,,,0
ps161[c],"phosphatidylserine (dihexadec-9-enoyl, n-C16:1)",cpdAGORA1218,C38H69N1O10P1,-1,,,0
ps180[c],"phosphatidylserine (dioctadecanoyl, n-C18:0)",cpdAGORA1219,C42H81N1O10P1,-1,,,0
ps181[c],"phosphatidylserine (dioctadec-11-enoyl, n-C18:1)",cpdAGORA1220,C42H77N1O10P1,-1,,,0
psai15[c],"Phosphatidylserine (12-methyl-tetradecanoyl, anteiso-C15)",cpdAGORA1221,C36H69NO10P,-1,,,0
psai17[c],"Phosphatidylserine (14-methyl-hexadecanoyl, anteiso-C17)",cpdAGORA1222,C40H77NO10P,-1,,,0
psd5p[c],"Pseudouridine 5-phosphate",cpdAGORA1223,C9H11N2O9P,-2,,,0
pser_L[c],"O-Phospho-L-serine",cpdAGORA1224,C3H6NO6P,-2,C01005,HMDB00272,0
psi14[c],"Phosphatidylserine (12-methyl-tridecanoyl, iso-C14)",cpdAGORA1225,C34H65NO10P,-1,,,0
psi15[c],"Phosphatidylserine (13-methyl-tetradecanoyl, iso-C15)",cpdAGORA1226,C36H69NO10P,-1,,,0
psi16[c],"Phosphatidylserine (14-methyl-pentadecanoyl, iso-C16)",cpdAGORA1227,C38H73NO10P,-1,,,0
psi17[c],"Phosphatidylserine (15-methyl-hexadecanoyl, iso-C17)",cpdAGORA1228,C40H77NO10P,-1,,,0
ptrc[c],"Putrescine",cpdAGORA1229,C4H14N2,2,C00134,HMDB01414,0
pullulan1200[e],"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)",cpdAGORA1230,C7200H12002O6001,0,,,0
pyam5p[c],"Pyridoxamine 5-phosphate",cpdAGORA1231,C8H12N2O5P,-1,C00647,HMDB01555,0
pydam[c],"Pyridoxamine",cpdAGORA1232,C8H13N2O2,1,C00534,HMDB01431,0
pydx5p[c],"Pyridoxal 5-phosphate",cpdAGORA1233,C8H8NO6P,-2,C00018,HMDB01491,0
pydx[c],"Pyridoxal",cpdAGORA1234,C8H9NO3,0,C00250,HMDB01545,0
pydx[e],"Pyridoxal",cpdAGORA1235,C8H9NO3,0,C00250,HMDB01545,0
pydxn[c],"Pyridoxine",cpdAGORA1236,C8H11NO3,0,C00314,HMDB00239,0
pyr[c],"pyruvate",cpdAGORA1237,C3H3O3,-1,C00022,HMDB00243,0
q8[c],"Ubiquinone-8",cpdAGORA1238,C49H74O4,0,,,0
q8h2[c],"Ubiquinol-8",cpdAGORA1239,C49H76O4,0,,,0
quln[c],"quinolinate(2-)",cpdAGORA1240,C7H3NO4,-2,C03722,HMDB00232,0
r1p[c],"alpha-D-Ribose 1-phosphate",cpdAGORA1241,C5H9O8P,-2,C00620,HMDB01489,0
r5p[c],"alpha-D-Ribose 5-phosphate",cpdAGORA1242,C5H9O8P,-2,C03736,HMDB00618,0
raffin[c],"Raffinose",cpdAGORA1243,C18H32O16,0,,,0
rbl_D[c],"D-ribulose",cpdAGORA1244,C5H10O5,0,C00309,HMDB00621,0
rbl_L[c],"L-Ribulose",cpdAGORA1245,C5H10O5,0,,,0
rdmbzi[c],"N1-(alpha-D-ribosyl)-5,6-dimethylbenzimidazole",cpdAGORA1246,C14H18N2O4,0,,,0
rhcys[c],"S-Ribosyl-L-homocysteine",cpdAGORA1247,C9H17NO6S,0,,,0
rib_D[c],"D-ribose",cpdAGORA1248,C5H10O5,0,C00121,HMDB00283,0
rib_D[e],"D-ribose",cpdAGORA1249,C5H10O5,0,C00121,HMDB00283,0
ribflv[c],"Riboflavin",cpdAGORA1250,C17H20N4O6,0,C00255,HMDB00244,0
ribflv[e],"Riboflavin",cpdAGORA1251,C17H20N4O6,0,C00255,HMDB00244,0
rml1p[c],"L-Rhamnulose 1-phosphate",cpdAGORA1252,C6H11O8P,-2,,,0
rml[c],"L-Rhamnulose",cpdAGORA1253,C6H12O5,0,,,0
rnam[c],"N-Ribosylnicotinamide",cpdAGORA1254,C11H15N2O5,1,C03150,HMDB00855,0
rnatrans[c],"RNA transcription",cpdAGORA1255,X,0,,,0
ru5p_D[c],"D-ribulose 5-phosphate(2-)",cpdAGORA1256,C5H9O8P,-2,C00199,HMDB00618,0
ru5p_L[c],"L-Ribulose 5-phosphate",cpdAGORA1257,C5H9O8P,-2,,,0
s17bp[c],"Sedoheptulose 1,7-bisphosphate",cpdAGORA1258,C7H12O13P2,-4,,,0
s7p[c],"Sedoheptulose 7-phosphate",cpdAGORA1259,C7H13O10P,-2,C05382,HMDB01068,0
sT_antigen[e],"sialyl-T antigen",cpdAGORA1260,C25H40N2O18X,-1,,,0
sT_antigen_rl[e],"released sialyl-Tn antigen",cpdAGORA1261,C25H41N2O19,-1,G00261,,0
sTn_antigen[e],"sialyl-Tn antigen",cpdAGORA1262,C19H30N2O13X,-1,,,0
salc[c],"Salicylic acid, o-Hydroxybenzoic acid",cpdAGORA1263,C7H5O3,-1,,,0
seln[c],"Selenide",cpdAGORA1264,HSe,-1,C01528,HMDB11110,0
selnp[c],"Selenophosphate",cpdAGORA1265,H2O3PSe,-1,C05172,HMDB03840,0
ser_L[c],"L-serine",cpdAGORA1266,C3H7NO3,0,C00065,HMDB00187,0
ser_L[e],"L-serine",cpdAGORA1267,C3H7NO3,0,C00065,HMDB00187,0
sheme[c],"Siroheme",cpdAGORA1268,C42H36FeN4O16,-8,,,0
sheme[e],"Siroheme",cpdAGORA1269,C42H36FeN4O16,-8,,,0
skm5p[c],"Shikimate 5-phosphate",cpdAGORA1270,C7H8O8P,-3,,,0
skm[c],"Shikimate",cpdAGORA1271,C7H9O5,-1,,,0
so3[c],"Sulfite",cpdAGORA1272,O3S,-2,C00094,HMDB00240,0
so4[c],"sulfate",cpdAGORA1273,O4S,-2,C00059,HMDB01448,0
so4[e],"sulfate",cpdAGORA1274,O4S,-2,C00059,HMDB01448,0
spmd[c],"Spermidine",cpdAGORA1275,C7H22N3,3,C00315,HMDB01257,0
spmd[e],"Spermidine",cpdAGORA1276,C7H22N3,3,C00315,HMDB01257,0
stcoa[c],"Stearoyl-CoA (n-C18:0CoA)",cpdAGORA1277,C39H66N7O17P3S,-4,C00412,HMDB01114,0
sttca1[c],"Stearoyllipoteichoic acid (n=24), linked, unsubstituted",cpdAGORA1278,C123H240O135P24,-24,,,0
sttcaacgam[c],"Stearoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine",cpdAGORA1279,C315H552N24O255P24,-24,,,0
sttcaala_D[c],"Stearoyllipoteichoic acid (n=24), linked, D-alanine substituted",cpdAGORA1280,C195H336N24O135P24,0,,,0
sttcaglc[c],"Stearoyllipoteichoic acid (n=24), linked, glucose substituted",cpdAGORA1281,C267H480O255P24,-24,,,0
stys[c],"Stachyose",cpdAGORA1282,C24H42O21,0,,,0
stys[e],"Stachyose",cpdAGORA1283,C24H42O21,0,,,0
suc6p[c],"Sucrose 6-phosphate",cpdAGORA1284,C12H21O14P,-2,,,0
succ[c],"Succinate",cpdAGORA1285,C4H4O4,-2,C00042,HMDB00254,0
succ[e],"Succinate",cpdAGORA1286,C4H4O4,-2,C00042,HMDB00254,0
succoa[c],"Succinyl-CoA",cpdAGORA1287,C25H35N7O19P3S,-5,C00091,HMDB01022,0
suchms[c],"O-Succinyl-L-homoserine",cpdAGORA1288,C8H12NO6,-1,,,0
sucr[c],"Sucrose",cpdAGORA1289,C12H22O11,0,C00089,HMDB00258,0
sucr[e],"Sucrose",cpdAGORA1290,C12H22O11,0,C00089,HMDB00258,0
tag6p_D[c],"D-Tagatose 6-phosphate",cpdAGORA1291,C6H11O9P,-2,,,0
tagdp_D[c],"D-Tagatose 1,6-biphosphate",cpdAGORA1292,C6H10O12P2,-4,,,0
tartr_L[c],"L-tartrate",cpdAGORA1293,C4H4O6,-2,,,0
tartr_M[c],"meso-Tartrate",cpdAGORA1294,C4H4O6,-2,,,0
taur[c],"Taurine",cpdAGORA1295,C2H7NO3S,0,C00245,HMDB00251,0
taur[e],"Taurine",cpdAGORA1296,C2H7NO3S,0,C00245,HMDB00251,0
tcam[c],"minor teichoic acid (acetylgalactosamine glucose phosphate, n=30)",cpdAGORA1297,X,0,,,0
tdcoa[c],"Tetradecanoyl-CoA (n-C14:0CoA)",cpdAGORA1298,C35H58N7O17P3S,-4,C02593,HMDB01521,0
tdeACP[c],"cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)",cpdAGORA1299,C25H45N2O8PRS,-1,,,0
thdp[c],"2,3,4,5-Tetrahydrodipicolinate",cpdAGORA1300,C7H7NO4,-2,,,0
thf[c],"5,6,7,8-Tetrahydrofolate",cpdAGORA1301,C19H21N7O6,-2,C00101,HMDB01846,0
thglu[c],"Tetrahydropteroyltri-L-glutamate",cpdAGORA1302,C29H37N9O12,0,,,0
thm[c],"Thiamin",cpdAGORA1303,C12H17N4OS,1,C00378,HMDB00235,0
thm[e],"Thiamin",cpdAGORA1304,C12H17N4OS,1,C00378,HMDB00235,0
thmmp[c],"Thiamin monophosphate",cpdAGORA1305,C12H16N4O4PS,-1,C01081,HMDB02666,0
thmpp[c],"Thiamine diphosphate",cpdAGORA1306,C12H16N4O7P2S,-2,C00068,HMDB01372,0
thr_L[c],"L-threonine",cpdAGORA1307,C4H9NO3,0,C00188,HMDB00167,0
thr_L[e],"L-threonine",cpdAGORA1308,C4H9NO3,0,C00188,HMDB00167,0
thymd[c],"Thymidine",cpdAGORA1309,C10H14N2O5,0,C00214,HMDB00273,0
thymd[e],"Thymidine",cpdAGORA1310,C10H14N2O5,0,C00214,HMDB00273,0
tma[c],"trimethylamine",cpdAGORA1311,C3H10N,1,,,0
tma[e],"trimethylamine",cpdAGORA1312,C3H10N,1,,,0
trdox[c],"Oxidized thioredoxin",cpdAGORA1313,X,0,C00343,,0
trdrd[c],"Reduced thioredoxin",cpdAGORA1314,XH2,0,C00342,,0
tre[c],"Trehalose",cpdAGORA1315,C12H22O11,0,C01083,HMDB00975,0
tre[e],"Trehalose",cpdAGORA1316,C12H22O11,0,C01083,HMDB00975,0
trnaglu[c],"tRNA (Glu)",cpdAGORA1317,R,0,,,0
trp_L[c],"L-tryptophan",cpdAGORA1318,C11H12N2O2,0,C00078,HMDB00929,0
trp_L[e],"L-tryptophan",cpdAGORA1319,C11H12N2O2,0,C00078,HMDB00929,0
tsul[c],"thiosulfate(2-)",cpdAGORA1320,O3S2,-2,C05529,HMDB00257,0
ttc_ggdp[c],"trans,trans,cis-Geranylgeranyl diphosphate",cpdAGORA1321,C20H33O7P2,-3,C11356,,0
ttdca[c],"tetradecanoate (n-C14:0)",cpdAGORA1322,C14H27O2,-1,C06424,HMDB00806,0
ttdcea[c],"tetradecenoate (n-C14:1)",cpdAGORA1323,C14H25O2,-1,C08322,HMDB02000,0
tyr_L[c],"L-tyrosine",cpdAGORA1324,C9H11NO3,0,C00082,HMDB00158,0
tyr_L[e],"L-tyrosine",cpdAGORA1325,C9H11NO3,0,C00082,HMDB00158,0
uGgla[c],"UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine",cpdAGORA1326,C40H62N9O26P2,-3,,,0
uaGgla[c],"Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine",cpdAGORA1327,C86H140N7O21P2,-3,,,0
uaaGgla[c],"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine",cpdAGORA1328,C94H153N8O26P2,-3,,,0
uaagmda[c],"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala",cpdAGORA1329,C95H152N8O28P2,-4,,,0
uaccg[c],"UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine",cpdAGORA1330,C20H26N3O19P2,-3,,,0
uacgam[c],"UDP-N-acetyl-alpha-D-glucosamine(2-)",cpdAGORA1331,C17H25N3O17P2,-2,C00043,HMDB00290,0
uacmam[c],"UDP-N-acetyl-D-mannosamine",cpdAGORA1332,C17H25N3O17P2,-2,,,0
uagmda[c],"Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",cpdAGORA1333,C87H139N7O23P2,-4,,,0
uama[c],"UDP-N-acetylmuramoyl-L-alanine",cpdAGORA1334,C23H33N4O20P2,-3,,,0
uamag[c],"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate",cpdAGORA1335,C28H39N5O23P2,-4,,,0
uamr[c],"UDP-N-acetylmuramate",cpdAGORA1336,C20H28N3O19P2,-3,,,0
udcpdp[c],"Undecaprenyl diphosphate",cpdAGORA1337,C55H89O7P2,-3,,,0
udcpp[c],"Undecaprenyl phosphate",cpdAGORA1338,C55H89O4P,-2,,,0
udp[c],"UDP",cpdAGORA1339,C9H11N2O12P2,-3,C00015,HMDB00295,0
udpacgal[c],"UDP-N-acetyl-D-galactosamine(2-)",cpdAGORA1340,C17H25N3O17P2,-2,C00203,HMDB00304,0
udpg[c],"UDPglucose",cpdAGORA1341,C15H22N2O17P2,-2,C00029,HMDB00286,0
udpgal[c],"UDP-D-galactose(2-)",cpdAGORA1342,C15H22N2O17P2,-2,C00052,HMDB00302,0
udpgalfur[c],"UDP-D-galacto-1,4-furanose",cpdAGORA1343,C15H22N2O17P2,-2,,,0
ugmd[c],"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate",cpdAGORA1344,C35H51N7O26P2,-4,,,0
ugmda[c],"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",cpdAGORA1345,C41H61N9O28P2,-4,,,0
ump[c],"UMP",cpdAGORA1346,C9H11N2O9P,-2,C00105,HMDB00288,0
unaga[c],"Undecaprenyl diphospho N-acetyl-glucosamine",cpdAGORA1347,C63H103NO12P2,-2,,,0
up4g[c],"P1,P4-Bis(5-uridyl) tetraphosphate; UppppU",cpdAGORA1348,C18H22N4O23P4,-4,C06198,,0
ura[c],"uracil",cpdAGORA1349,C4H4N2O2,0,C00106,HMDB00300,0
uri[c],"Uridine",cpdAGORA1350,C9H12N2O6,0,C00299,HMDB00296,0
utp[c],"UTP",cpdAGORA1351,C9H11N2O15P3,-4,C00075,HMDB00285,0
val_L[c],"L-valine",cpdAGORA1352,C5H11NO2,0,C00183,HMDB00883,0
val_L[e],"L-valine",cpdAGORA1353,C5H11NO2,0,C00183,HMDB00883,0
xan[c],"Xanthine",cpdAGORA1354,C5H4N4O2,0,C00385,HMDB00292,0
xmp[c],"Xanthosine 5-phosphate",cpdAGORA1355,C10H11N4O9P,-2,C00655,HMDB01554,0
xtsn[c],"xanthosine",cpdAGORA1356,C10H12N4O6,0,C01762,HMDB00299,0
xu1p_L[c],"L-Xylulose 1-phosphate",cpdAGORA1357,C5H9O8P,-2,,,0
xu5p_D[c],"D-xylulose 5-phosphate(2-)",cpdAGORA1358,C5H9O8P,-2,C00231,HMDB00868,0
xu5p_L[c],"L-Xylulose 5-phosphate",cpdAGORA1359,C5H9O8P,-2,,,0
xyl_D[c],"aldehydo-D-xylose",cpdAGORA1360,C5H10O5,0,,,0
xyl_D[e],"aldehydo-D-xylose",cpdAGORA1361,C5H10O5,0,,,0
xylu_D[c],"D-xylulose",cpdAGORA1362,C5H10O5,0,C00310,HMDB01644,0
xylu_L[c],"L-xylulose",cpdAGORA1363,C5H10O5,0,C00312,HMDB00751,0
zn2[c],"Zinc",cpdAGORA1364,Zn,2,,,0
zn2[e],"Zinc",cpdAGORA1365,Zn,2,,,0
10fthf5glu[c],"10-formyltetrahydrofolate-[Glu](5)",cpdAGORA1366,C40H45N11O19,-6,,,0
10mtundec2eACP[c],"10-methyl-trans-undec-2-enoyl-ACP",cpdAGORA1367,C23H41N2O8PRS,-1,,,0
12daipdglyc[c],"1,2-Dianteisopentadecanoyl-sn-glycerol",cpdAGORA1368,C33H64O5,0,,,0
12dgr120[c],"1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)",cpdAGORA1369,C27H52O5,0,,,0
12dgr140[c],"1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)",cpdAGORA1370,C31H60O5,0,,,0
12dgr141[c],"1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1)",cpdAGORA1371,C31H56O5,0,,,0
12dgr160[c],"1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)",cpdAGORA1372,C35H68O5,0,,,0
12dgr161[c],"1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)",cpdAGORA1373,C35H64O5,0,,,0
12dgr181[c],"1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)",cpdAGORA1374,C39H72O5,0,,,0
12dipdglyc[c],"1,2-Diisopentadecanoyl-sn-glycerol",cpdAGORA1375,C33H64O5,0,,,0
12ditdglyc[c],"1,2-Diisotetradecanoyl-sn-glycerol",cpdAGORA1376,C31H60O5,0,,,0
12dixdglyc[c],"1,2-Diisohexadecanoyl-sn-glycerol",cpdAGORA1377,C35H68O5,0,,,0
12mttritec2eACP[c],"12-methyl-trans-tridec-2-enoyl-ACP",cpdAGORA1378,C25H45N2O8PRS,-1,,,0
13dampp[c],"trimethylenediaminium",cpdAGORA1379,C3H12N2,2,C00986,HMDB00002,0
14mtpentdec2eACP[c],"14-methyl-trans-pentadec-2-enoyl-ACP",cpdAGORA1380,C27H49N2O8PRS,-1,,,0
1mpyr[c],"1-methylpyrrolinium",cpdAGORA1381,C5H10N,1,C06178,,0
1p3h5c[c],"L-1-Pyrroline-3-hydroxy-5-carboxylate",cpdAGORA1382,C5H6NO3,-1,C04281,HMDB01369,0
1p4h2cbxl[c],"1-Pyrroline-4-hydroxy-2-carboxylate",cpdAGORA1383,C5H6NO3,-1,,,0
23camp[c],"2,3-Cyclic AMP",cpdAGORA1384,C10H11N5O6P,-1,,,0
23ccmp[c],"2,3-Cyclic CMP",cpdAGORA1385,C9H11N3O7P,-1,,,0
23cgmp[c],"2,3-Cyclic GMP",cpdAGORA1386,C10H11N5O7P,-1,,,0
23cump[c],"2,3-cyclic UMP(1-)",cpdAGORA1387,C9H10N2O8P,-1,C02355,HMDB11640,0
23ddhb[c],"2,3-Dihydro-2,3-dihydroxybenzoate",cpdAGORA1388,C7H7O4,-1,,,0
24dhhed[c],"2,4-Dihydroxyhept-2-enedioate",cpdAGORA1389,C7H8O6,-2,C06201,,0
25d5o2a[c],"Muconolactone",cpdAGORA1390,C6H5O4,-1,,,0
25dhpp[c],"2,5-Diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine",cpdAGORA1391,C9H14N5O8P,-2,,,0
25dop[c],"2,5-Dioxopentanoate",cpdAGORA1392,C5H5O4,-1,,,0
25drapp[c],"2,5-Diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5-phosphate",cpdAGORA1393,C9H14N5O8P,-2,,,0
2ahhmd[c],"2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate",cpdAGORA1394,C7H8N5O8P2,-3,,,0
2ahhmp[c],"2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine",cpdAGORA1395,C7H9N5O2,0,C01300,,0
2ameph[c],"(2-Aminoethyl)phosphonate",cpdAGORA1396,C2H7NO3P,-1,C03557,HMDB11747,0
2c25dho[c],"2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate",cpdAGORA1397,C7H4O6,-2,C01278,,0
2cpr5p[c],"1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate",cpdAGORA1398,C12H13NO9P,-3,,,0
2d3dxylt[c],"2-Dehydro-3-deoxy-D-xylonate",cpdAGORA1399,C5H7O5,-1,,,0
2ddglcn[e],"2-Dehydro-3-deoxy-D-gluconate",cpdAGORA1400,C6H9O6,-1,,,0
2ddpent[c],"2-Dehydro-3-deoxy-L-pentonate",cpdAGORA1401,C5H7O5,-1,,,0
2dh3dgal6p[c],"2-Dehydro-3-deoxy-D-galactonate 6-phosphate",cpdAGORA1402,C6H8O9P,-3,,,0
2dh3dgal[c],"2-Dehydro-3-deoxy-D-galactonate",cpdAGORA1403,C6H9O6,-1,,,0
2dh3dglc[c],"2-Dehydro-3-deoxy-D-glucarate",cpdAGORA1404,C6H6O7,-2,,,0
2dhglcn[c],"2-Dehydro-D-gluconate",cpdAGORA1405,C6H9O7,-1,,,0
2hb[c],"2-Hydroxybutyrate",cpdAGORA1406,C4H7O3,-1,C05984,HMDB00008,0
2hh24dd[c],"2-Hydroxyhepta-2-4-dienedioate",cpdAGORA1407,C7H6O5,-2,C05600,,0
2hmc[c],"2-Hydroxymuconate",cpdAGORA1408,C6H4O5,-2,,,0
2hyoxplac[c],"2-Hydroxyphenylacetate",cpdAGORA1409,C8H7O3,-1,C05852,HMDB00669,0
2hyoxplac[e],"2-Hydroxyphenylacetate",cpdAGORA1410,C8H7O3,-1,C05852,HMDB00669,0
2m1hbtpp[c],"2-Methyl-1-hydroxybutyl-TPP",cpdAGORA1411,C17H26N4O8P2S,-2,C15978,,0
2m1hptpp[c],"2-Methyl-1-hydroxypropyl-TPP",cpdAGORA1412,C16H24N4O8P2S,-2,,,0
2mb2coa[c],"2-methylcrotonoyl-CoA(4-)",cpdAGORA1413,C26H38N7O17P3S,-4,C03345,HMDB02054,0
2mcacn[c],"(Z)-but-2-ene-1,2,3-tricarboxylate",cpdAGORA1414,C7H5O6,-3,C04225,HMDB06357,0
2mcit[c],"2-methylcitrate(3-)",cpdAGORA1415,C7H7O7,-3,,HMDB00379,0
2mp2coa[c],"2-Methylprop-2-enoyl-CoA",cpdAGORA1416,C25H36N7O17P3S,-4,C03460,HMDB01011,0
2mpdhl[c],"S-(2-Methylpropanoyl)-dihydrolipoamide",cpdAGORA1417,C12H23NO2S2,0,C04424,HMDB06868,0
2ohed[c],"2-Oxohept-3-ene-1,7-dioate",cpdAGORA1418,C7H6O5,-2,C03063,,0
2ombz[c],"2-Octaprenyl-6-methoxy-1,4-benzoquinone",cpdAGORA1419,C47H70O3,0,,,0
2ommb[c],"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone",cpdAGORA1420,C48H72O3,0,,,0
34dhmald[c],"3,4-Dihydroxymandelaldehyde",cpdAGORA1421,C8H8O4,0,C05577,HMDB06242,0
34dhoxpeg[c],"3,4-Dihydroxyphenylethyleneglycol",cpdAGORA1422,C8H10O4,0,C05576,HMDB00318,0
34dhpac[c],"3,4-Dihydroxyphenylacetaldehyde",cpdAGORA1423,C8H8O3,0,C04043,HMDB03791,0
34dhpha[c],"(3,4-dihydroxyphenyl)acetate",cpdAGORA1424,C8H7O4,-1,C01161,HMDB01336,0
34dhpha[e],"(3,4-dihydroxyphenyl)acetate",cpdAGORA1425,C8H7O4,-1,C01161,HMDB01336,0
34dhphe[c],"L-dopa",cpdAGORA1426,C9H11NO4,0,C00355,HMDB00181,0
34dhphe[e],"L-dopa",cpdAGORA1427,C9H11NO4,0,C00355,HMDB00181,0
35cgmp[c],"3,5-cyclic GMP(1-)",cpdAGORA1428,C10H11N5O7P,-1,C00942,HMDB01314,0
3a2opp[c],"3-Amino-2-oxopropyl phosphate",cpdAGORA1429,C3H7NO5P,-1,,,0
3abutcoa[c],"L-3-Aminobutyryl-CoA",cpdAGORA1430,C25H39N8O17P3S,-4,C05231,,0
3aib[c],"(S)-3-aminoisobutyric acid",cpdAGORA1431,C4H9NO2,0,C03284,HMDB02166,0
3aib_D[c],"D-3-Amino-isobutanoate",cpdAGORA1432,C4H9NO2,0,C01205,HMDB02299,0
3amp[c],"3-AMP(2-)",cpdAGORA1433,C10H12N5O7P,-2,C01367,HMDB03540,0
3cmp[c],"3-cmp",cpdAGORA1434,C9H12N3O8P,-2,,,0
3gmp[c],"3-GMP",cpdAGORA1435,C10H12N5O8P,-2,,,0
3hanthrn[c],"3-hydroxyanthranilate",cpdAGORA1436,C7H7NO3,0,C00632,HMDB01476,0
3hbcoa_R[c],"(R)-3-hydroxybutanoyl-CoA(4-)",cpdAGORA1437,C25H38N7O18P3S,-4,C03561,HMDB01166,0
3hcinnm[c],"3-hydroxycinnamic acid",cpdAGORA1438,C9H7O3,-1,,,0
3hcinnm[e],"3-hydroxycinnamic acid",cpdAGORA1439,C9H7O3,-1,,,0
3hgACPm[c],"3-hydroxyglutaryl-ACP methyl ester",cpdAGORA1440,C17H29N2O11PRS,-1,,,0
3hibutcoa[c],"(S)-3-Hydroxyisobutyryl-CoA",cpdAGORA1441,C25H38N7O18P3S,-4,C06000,HMDB01052,0
3hpACPm[c],"3-hydroxypimeloyl-ACP methyl ester",cpdAGORA1442,C19H33N2O11PRS,-1,,,0
3hpcoa[c],"3-hydroxypropanoyl-CoA(4-)",cpdAGORA1443,C24H36N7O18P3S,-4,C05668,HMDB06807,0
3hpp[c],"3-hydroxypropionate",cpdAGORA1444,C3H5O3,-1,C01013,HMDB00700,0
3hpppn[c],"3-(3-hydroxy-phenyl)propionate",cpdAGORA1445,C9H9O3,-1,,,0
3hpppn[e],"3-(3-hydroxy-phenyl)propionate",cpdAGORA1446,C9H9O3,-1,,,0
3m1hbtpp[c],"3-Methyl-1-hydroxybutyl-TPP",cpdAGORA1447,C17H26N4O8P2S,-2,,,0
3mop[e],"3-methyl-2-oxopentanoate",cpdAGORA1448,C6H9O3,-1,C03465,HMDB00491,0
3ocddec5eACP[c],"3-oxo-cis-dodec-5-enoyl-[acyl-carrier protein]",cpdAGORA1449,C23H39N2O9PRS,-1,,,0
3ocmrs7eACP[c],"3-oxo-cis-myristol-7-eoyl-[acyl-carrier protein]",cpdAGORA1450,C25H43N2O9PRS,-1,,,0
3ocpalm9eACP[c],"3-oxo-cis-palm-9-eoyl-[acyl-carrier protein]",cpdAGORA1451,C27H47N2O9PRS,-1,,,0
3ocvac11eACP[c],"3-oxo-cis-vacc-11-enoyl-[acyl-carrier protein]",cpdAGORA1452,C29H51N2O9PRS,-1,,,0
3ogACPm[c],"3-ketoglutaryl-ACP methyl ester",cpdAGORA1453,C17H27N2O11PRS,-1,,,0
3opACPm[c],"3-ketopimeloyl-ACP methyl ester",cpdAGORA1454,C19H31N2O11PRS,-1,,,0
3oxoadp[c],"3-Oxoadipate",cpdAGORA1455,C6H6O5,-2,C00846,HMDB00398,0
3uib[c],"3-Ureidoisobutyrate",cpdAGORA1456,C5H9N2O3,-1,C05100,HMDB02031,0
3ump[c],"3-UMP(2-)",cpdAGORA1457,C9H11N2O9P,-2,C01368,,0
4abz[c],"4-Aminobenzoate",cpdAGORA1458,C7H6NO2,-1,,,0
4abz[e],"4-Aminobenzoate",cpdAGORA1459,C7H6NO2,-1,,,0
4adcho[c],"4-amino-4-deoxychorismate",cpdAGORA1460,C10H10NO5,-1,,,0
4gubut[c],"4-Guanidinobutanoate",cpdAGORA1461,C5H11N3O2,0,,,0
4gudbd[c],"4-Guanidinobutanamide",cpdAGORA1462,C5H13N4O,1,,,0
