mets,metNames,metID,metFormulas,metCharges,metKEGGID,metHMDBID,b
6mocACP[c],"6-methyl-octanoyl-ACP",cpdAGORA0221,C20H37N2O8PRS,-1,,,0
6mtoct2eACP[c],"6-methyl-trans-oct-2-enoyl-ACP",cpdAGORA0222,C20H35N2O8PRS,-1,,,0
7m3hocACP[c],"7-methyl-3-hydroxy-octanoyl-ACP",cpdAGORA0223,C20H37N2O9PRS,-1,,,0
7m3oocACP[c],"7-methyl-3-oxo-octanoyl-ACP",cpdAGORA0224,C20H35N2O9PRS,-1,,,0
7mocACP[c],"7-methyl-octanoyl-ACP",cpdAGORA0225,C20H37N2O8PRS,-1,,,0
7mtoct2eACP[c],"7-methyl-trans-oct-2-enoyl-ACP",cpdAGORA0226,C20H35N2O8PRS,-1,,,0
8m3hdcaACP[c],"8-methyl-3-hydroxy-decanoyl-ACP",cpdAGORA0227,C22H41N2O9PRS,-1,,,0
8m3hnonACP[c],"8-methyl-3-hydroxy-nonanoyl-ACP",cpdAGORA0228,C21H39N2O9PRS,-1,,,0
8m3odcaACP[c],"8-methyl-3-oxo-decanoyl-ACP",cpdAGORA0229,C22H39N2O9PRS,-1,,,0
8m3ononACP[c],"8-methyl-3-oxo-nonanoyl-ACP",cpdAGORA0230,C21H37N2O9PRS,-1,,,0
8mdcaACP[c],"8-methyl-decanoyl-ACP",cpdAGORA0231,C22H41N2O8PRS,-1,,,0
8mnonACP[c],"8-methyl-nonanoyl-ACP",cpdAGORA0232,C21H39N2O8PRS,-1,,,0
8mtdec2eACP[c],"8-methyl-trans-dec-2-enoyl-ACP",cpdAGORA0233,C22H39N2O8PRS,-1,,,0
9m3hdcaACP[c],"9-methyl-3-hydroxy-decanoyl-ACP",cpdAGORA0234,C22H41N2O9PRS,-1,,,0
9m3odcaACP[c],"9-methyl-3-oxo-decanoyl-ACP",cpdAGORA0235,C22H39N2O9PRS,-1,,,0
9mdcaACP[c],"9-methyl-decanoyl-ACP",cpdAGORA0236,C22H41N2O8PRS,-1,,,0
9mtdec2eACP[c],"9-methyl-trans-dec-2-enoyl-ACP",cpdAGORA0237,C22H39N2O8PRS,-1,,,0
ACP[c],"acyl carrier protein",cpdAGORA0238,C11H21N2O7PRS,-1,,,0
HC01104[c],"4-nitrophenyl phosphate(2-)",cpdAGORA0239,C6H4NO6P,-2,C03360,,0
HC01434[c],"oxalatosuccinate(3-)",cpdAGORA0240,C6H3O7,-3,C05379,HMDB03974,0
Largn[c],"L-Arogenate",cpdAGORA0241,C10H12NO5,-1,C00826,,0
MGlcn100[e],"mucin-type O-glycan No 100",cpdAGORA0242,C61H99N5O43X,-1,,,0
MGlcn100_rl[e],"released mucin-type O-glycan No 100",cpdAGORA0243,C61H100N5O44,-1,,,0
MGlcn101[e],"mucin-type O-glycan No 101",cpdAGORA0244,C69H112N6O48X,-1,,,0
MGlcn101_rl[e],"released mucin-type O-glycan No 101",cpdAGORA0245,C69H113N6O49,-1,,,0
MGlcn102[e],"mucin-type O-glycan No 102",cpdAGORA0246,C80H128N7O56X,-2,,,0
MGlcn102_rl[e],"released mucin-type O-glycan No 102",cpdAGORA0247,C80H129N7O57,-2,,,0
MGlcn103[e],"mucin-type O-glycan No 103",cpdAGORA0248,C88H141N8O61X,-2,,,0
MGlcn103_rl[e],"released mucin-type O-glycan No 103",cpdAGORA0249,C88H142N8O62,-2,,,0
MGlcn104[e],"mucin-type O-glycan No 104",cpdAGORA0250,C46H77N2O34X,0,,,0
MGlcn104_rl[e],"released mucin-type O-glycan No 104",cpdAGORA0251,C46H78N2O35,0,,,0
MGlcn105[e],"mucin-type O-glycan No 105",cpdAGORA0252,C46H77N2O34X,0,,,0
MGlcn105_rl[e],"released mucin-type O-glycan No 105",cpdAGORA0253,C46H78N2O35,0,,,0
MGlcn106[e],"mucin-type O-glycan No 106",cpdAGORA0254,C54H90N3O39X,0,,,0
MGlcn106_rl[e],"released mucin-type O-glycan No 106",cpdAGORA0255,C54H91N3O40,0,,,0
MGlcn107[e],"mucin-type O-glycan No 107",cpdAGORA0256,C54H90N3O39X,0,,,0
MGlcn107_rl[e],"released mucin-type O-glycan No 107",cpdAGORA0257,C54H91N3O40,0,,,0
MGlcn108[e],"mucin-type O-glycan No 108",cpdAGORA0258,C42H70N3O29X,0,,,0
MGlcn108_rl[e],"released mucin-type O-glycan No 108",cpdAGORA0259,C42H71N3O30,0,,,0
MGlcn109[e],"mucin-type O-glycan No 109",cpdAGORA0260,C36H60N3O25X,0,,,0
MGlcn109_rl[e],"released mucin-type O-glycan No 109",cpdAGORA0261,C36H61N3O26,0,,,0
MGlcn10[e],"mucin-type O-glycan No 10",cpdAGORA0262,C44H69N4O31X,-2,,,0
MGlcn10_rl[e],"released mucin-type O-glycan No 10",cpdAGORA0263,C44H70N4O32,-2,,,0
MGlcn110[e],"mucin-type O-glycan No 110",cpdAGORA0264,C36H60N3O25X,0,,,0
MGlcn110_rl[e],"released mucin-type O-glycan No 110",cpdAGORA0265,C36H61N3O26,0,G06866,,0
MGlcn111[e],"mucin-type O-glycan No 111",cpdAGORA0266,C34H57N2O25X,0,,,0
MGlcn111_rl[e],"released mucin-type O-glycan No 111",cpdAGORA0267,C34H58N2O26,0,,,0
MGlcn112[e],"mucin-type O-glycan No 112",cpdAGORA0268,C34H57N2O25X,0,,,0
MGlcn112_rl[e],"released mucin-type O-glycan No 112",cpdAGORA0269,C34H58N2O26,0,G06868,,0
MGlcn113[e],"mucin-type O-glycan No 113",cpdAGORA0270,C42H70N3O30X,0,,,0
MGlcn113_rl[e],"released mucin-type O-glycan No 113",cpdAGORA0271,C42H71N3O31,0,G01462,,0
MGlcn114[e],"mucin-type O-glycan No 114",cpdAGORA0272,C40H67N2O30X,0,,,0
MGlcn114_rl[e],"released mucin-type O-glycan No 114",cpdAGORA0273,C40H68N2O31,0,,,0
MGlcn115[e],"mucin-type O-glycan No 115",cpdAGORA0274,C48H80N3O35X,0,,,0
MGlcn115_rl[e],"released mucin-type O-glycan No 115",cpdAGORA0275,C48H81N3O36,0,,,0
MGlcn116[e],"mucin-type O-glycan No 116",cpdAGORA0276,C33H53N3O23X,-1,,,0
MGlcn116_rl[e],"released mucin-type O-glycan No 116",cpdAGORA0277,C33H54N3O24,-1,,,0
MGlcn117[e],"mucin-type O-glycan No 117",cpdAGORA0278,C39H63N3O28X,-1,,,0
MGlcn117_rl[e],"released mucin-type O-glycan No 117",cpdAGORA0279,C39H64N3O29,-1,G00592,,0
MGlcn118[e],"mucin-type O-glycan No 118",cpdAGORA0280,C53H86N4O37X,-1,,,0
MGlcn118_rl[e],"released mucin-type O-glycan No 118",cpdAGORA0281,C53H87N4O38,-1,,,0
MGlcn119[e],"mucin-type O-glycan No 119",cpdAGORA0282,C53H86N4O37X,-1,,,0
MGlcn119_rl[e],"released mucin-type O-glycan No 119",cpdAGORA0283,C53H87N4O38,-1,,,0
MGlcn120[e],"mucin-type O-glycan No 120",cpdAGORA0284,C47H76N4O33X,-1,,,0
MGlcn120_rl[e],"released mucin-type O-glycan No 120",cpdAGORA0285,C47H77N4O34,-1,,,0
MGlcn121[e],"mucin-type O-glycan No 121",cpdAGORA0286,C61H99N5O42X,-1,,,0
MGlcn121_rl[e],"released mucin-type O-glycan No 121",cpdAGORA0287,C61H100N5O43,-1,,,0
MGlcn122[e],"mucin-type O-glycan No 122",cpdAGORA0288,C61H99N5O42X,-1,,,0
MGlcn122_rl[e],"released mucin-type O-glycan No 122",cpdAGORA0289,C61H100N5O43,-1,,,0
MGlcn123[e],"mucin-type O-glycan No 123",cpdAGORA0290,C55H89N5O38X,-1,,,0
MGlcn123_rl[e],"released mucin-type O-glycan No 123",cpdAGORA0291,C55H90N5O39,-1,,,0
MGlcn124[e],"mucin-type O-glycan No 124",cpdAGORA0292,C55H89N5O38X,-1,,,0
MGlcn124_rl[e],"released mucin-type O-glycan No 124",cpdAGORA0293,C55H90N5O39,-1,,,0
MGlcn126[e],"mucin-type O-glycan No 126",cpdAGORA0294,C61H99N5O43X,-1,,,0
MGlcn126_rl[e],"released mucin-type O-glycan No 126",cpdAGORA0295,C61H100N5O44,-1,,,0
MGlcn127[e],"mucin-type O-glycan No 127",cpdAGORA0296,C75H122N6O52X,-1,,,0
MGlcn127_rl[e],"released mucin-type O-glycan No 127",cpdAGORA0297,C75H123N6O53,-1,,,0
MGlcn128[e],"mucin-type O-glycan No 128",cpdAGORA0298,C75H122N6O52X,-1,,,0
MGlcn128_rl[e],"released mucin-type O-glycan No 128",cpdAGORA0299,C75H123N6O53,-1,,,0
MGlcn129[e],"mucin-type O-glycan No 129",cpdAGORA0300,C75H122N6O52X,-1,,,0
MGlcn129_rl[e],"released mucin-type O-glycan No 129",cpdAGORA0301,C75H123N6O53,-1,,,0
MGlcn12[e],"mucin-type O-glycan No 12",cpdAGORA0302,C22H37N2O15X,0,,,0
MGlcn12_rl[e],"released mucin-type O-glycan No 12",cpdAGORA0303,C22H38N2O16,0,G03456,,0
MGlcn130[e],"mucin-type O-glycan No 130",cpdAGORA0304,C69H112N6O48X,-1,,,0
MGlcn130_rl[e],"released mucin-type O-glycan No 130",cpdAGORA0305,C69H113N6O49,-1,,,0
MGlcn131[e],"mucin-type O-glycan No 131",cpdAGORA0306,C69H112N6O48X,-1,,,0
MGlcn131_rl[e],"released mucin-type O-glycan No 131",cpdAGORA0307,C69H113N6O49,-1,,,0
MGlcn132[e],"mucin-type O-glycan No 132",cpdAGORA0308,C69H112N6O48X,-1,,,0
MGlcn132_rl[e],"released mucin-type O-glycan No 132",cpdAGORA0309,C69H113N6O49,-1,,,0
MGlcn133[e],"mucin-type O-glycan No 133",cpdAGORA0310,C83H135N7O57X,-1,,,0
MGlcn133_rl[e],"released mucin-type O-glycan No 133",cpdAGORA0311,C83H136N7O58,-1,,,0
MGlcn134[e],"mucin-type O-glycan No 134",cpdAGORA0312,C83H135N7O57X,-1,,,0
MGlcn134_rl[e],"released mucin-type O-glycan No 134",cpdAGORA0313,C83H136N7O58,-1,,,0
MGlcn135[e],"mucin-type O-glycan No 135",cpdAGORA0314,C77H125N7O53X,-1,,,0
MGlcn135_rl[e],"released mucin-type O-glycan No 135",cpdAGORA0315,C77H126N7O54,-1,,,0
MGlcn136[e],"mucin-type O-glycan No 136",cpdAGORA0316,C77H125N7O53X,-1,,,0
MGlcn136_rl[e],"released mucin-type O-glycan No 136",cpdAGORA0317,C77H126N7O54,-1,,,0
MGlcn137[e],"mucin-type O-glycan No 137",cpdAGORA0318,C34H57N2O24X,0,,,0
MGlcn137_rl[e],"released mucin-type O-glycan No 137",cpdAGORA0319,C34H58N2O25,0,G07029,,0
MGlcn138[e],"mucin-type O-glycan No 138",cpdAGORA0320,C34H57N2O24X,0,,,0
MGlcn138_rl[e],"released mucin-type O-glycan No 138",cpdAGORA0321,C34H58N2O25,0,,,0
MGlcn139[e],"mucin-type O-glycan No 139",cpdAGORA0322,C34H57N2O24X,0,,,0
MGlcn139_rl[e],"released mucin-type O-glycan No 139",cpdAGORA0323,C34H58N2O25,0,,,0
MGlcn13[e],"mucin-type O-glycan No 13",cpdAGORA0324,C30H50N3O20X,0,,,0
MGlcn13_rl[e],"released mucin-type O-glycan No 13",cpdAGORA0325,C30H51N3O21,0,G11528,,0
MGlcn140[e],"mucin-type O-glycan No 140",cpdAGORA0326,C34H57N2O24X,0,,,0
MGlcn140_rl[e],"released mucin-type O-glycan No 140",cpdAGORA0327,C34H58N2O25,0,,,0
MGlcn141[e],"mucin-type O-glycan No 141",cpdAGORA0328,C28H47N2O19X,0,,,0
MGlcn141_rl[e],"released mucin-type O-glycan No 141",cpdAGORA0329,C28H48N2O20,0,G08438,,0
MGlcn142[e],"mucin-type O-glycan No 142",cpdAGORA0330,C28H47N2O19X,0,,,0
MGlcn142_rl[e],"released mucin-type O-glycan No 142",cpdAGORA0331,C28H48N2O20,0,,,0
MGlcn143[e],"mucin-type O-glycan No 143",cpdAGORA0332,C28H47N2O19X,0,,,0
MGlcn143_rl[e],"released mucin-type O-glycan No 143",cpdAGORA0333,C28H48N2O20,0,G07897,,0
MGlcn144[e],"mucin-type O-glycan No 144",cpdAGORA0334,C28H47N2O19X,0,,,0
MGlcn144_rl[e],"released mucin-type O-glycan No 144",cpdAGORA0335,C28H48N2O20,0,G11584,,0
MGlcn145[e],"mucin-type O-glycan No 145",cpdAGORA0336,C34H57N2O23X,0,,,0
MGlcn145_rl[e],"released mucin-type O-glycan No 145",cpdAGORA0337,C34H58N2O24,0,,,0
MGlcn146[e],"mucin-type O-glycan No 146",cpdAGORA0338,C34H57N2O23X,0,,,0
MGlcn146_rl[e],"released mucin-type O-glycan No 146",cpdAGORA0339,C34H58N2O24,0,,,0
MGlcn147[e],"mucin-type O-glycan No 147",cpdAGORA0340,C33H53N3O23X,-1,,,0
MGlcn147_rl[e],"released mucin-type O-glycan No 147",cpdAGORA0341,C33H54N3O24,-1,,,0
MGlcn148[e],"mucin-type O-glycan No 148",cpdAGORA0342,C22H37N2O15X,0,,,0
MGlcn148_rl[e],"released mucin-type O-glycan No 148",cpdAGORA0343,C22H38N2O16,0,G07733,,0
MGlcn149[e],"mucin-type O-glycan No 149",cpdAGORA0344,C36H60N3O24X,0,,,0
MGlcn149_rl[e],"released mucin-type O-glycan No 149",cpdAGORA0345,C36H61N3O25,0,,,0
MGlcn14[e],"mucin-type O-glycan No 14",cpdAGORA0346,C36H60N3O25X,0,,,0
MGlcn14_rl[e],"released mucin-type O-glycan No 14",cpdAGORA0347,C36H61N3O26,0,G03094,,0
MGlcn150[e],"mucin-type O-glycan No 150",cpdAGORA0348,C41H66N4O28X,-1,,,0
MGlcn150_rl[e],"released mucin-type O-glycan No 150",cpdAGORA0349,C41H67N4O29,-1,,,0
MGlcn151[e],"mucin-type O-glycan No 151",cpdAGORA0350,C41H66N4O28X,-1,,,0
MGlcn151_rl[e],"released mucin-type O-glycan No 151",cpdAGORA0351,C41H67N4O29,-1,,,0
MGlcn152[e],"mucin-type O-glycan No 152",cpdAGORA0352,C52H82N5O36X,-2,,,0
MGlcn152_rl[e],"released mucin-type O-glycan No 152",cpdAGORA0353,C52H83N5O37,-2,G05487,,0
MGlcn153[e],"mucin-type O-glycan No 153",cpdAGORA0354,C30H50N3O20X,0,,,0
MGlcn153_rl[e],"released mucin-type O-glycan No 153",cpdAGORA0355,C30H51N3O21,0,,,0
MGlcn154[e],"mucin-type O-glycan No 154",cpdAGORA0356,C30H50N3O20X,0,,,0
MGlcn154_rl[e],"released mucin-type O-glycan No 154",cpdAGORA0357,C30H51N3O21,0,G03238,,0
MGlcn155[e],"mucin-type O-glycan No 155",cpdAGORA0358,C36H60N3O24X,0,,,0
MGlcn155_rl[e],"released mucin-type O-glycan No 155",cpdAGORA0359,C36H61N3O25,0,,,0
MGlcn156[e],"mucin-type O-glycan No 156",cpdAGORA0360,C30H50N3O20X,0,,,0
MGlcn156_rl[e],"released mucin-type O-glycan No 156",cpdAGORA0361,C30H51N3O21,0,,,0
MGlcn157[e],"mucin-type O-glycan No 157",cpdAGORA0362,C40H67N2O28X,0,,,0
MGlcn157_rl[e],"released mucin-type O-glycan No 157",cpdAGORA0363,C40H68N2O29,0,,,0
MGlcn158[e],"mucin-type O-glycan No 158",cpdAGORA0364,C28H47N2O20X,0,,,0
MGlcn158_rl[e],"released mucin-type O-glycan No 158",cpdAGORA0365,C28H48N2O21,0,,,0
MGlcn159[e],"mucin-type O-glycan No 159",cpdAGORA0366,C28H47N2O20X,0,,,0
MGlcn159_rl[e],"released mucin-type O-glycan No 159",cpdAGORA0367,C28H48N2O21,0,,,0
MGlcn15[e],"mucin-type O-glycan No 15",cpdAGORA0368,C50H83N4O34X,0,,,0
MGlcn15_rl[e],"released mucin-type O-glycan No 15",cpdAGORA0369,C50H84N4O35,0,G02923,,0
MGlcn160[e],"mucin-type O-glycan No 160",cpdAGORA0370,C28H47N2O20X,0,,,0
MGlcn160_rl[e],"released mucin-type O-glycan No 160",cpdAGORA0371,C28H48N2O21,0,G06744,,0
MGlcn161[e],"mucin-type O-glycan No 161",cpdAGORA0372,C42H70N3O29X,0,,,0
MGlcn161_rl[e],"released mucin-type O-glycan No 161",cpdAGORA0373,C42H71N3O30,0,,,0
MGlcn162[e],"mucin-type O-glycan No 162",cpdAGORA0374,C67H109N5O47X,-1,,,0
MGlcn162_rl[e],"released mucin-type O-glycan No 162",cpdAGORA0375,C67H110N5O48,-1,,,0
MGlcn163[e],"mucin-type O-glycan No 163",cpdAGORA0376,C36H60N3O25X,0,,,0
MGlcn163_rl[e],"released mucin-type O-glycan No 163",cpdAGORA0377,C36H61N3O26,0,,,0
MGlcn164[e],"mucin-type O-glycan No 164",cpdAGORA0378,C55H89N5O38X,-1,,,0
MGlcn164_rl[e],"released mucin-type O-glycan No 164",cpdAGORA0379,C55H90N5O39,-1,,,0
MGlcn165[e],"mucin-type O-glycan No 165",cpdAGORA0380,C55H89N5O38X,-1,,,0
MGlcn165_rl[e],"released mucin-type O-glycan No 165",cpdAGORA0381,C55H90N5O39,-1,,,0
MGlcn166[e],"mucin-type O-glycan No 166",cpdAGORA0382,C44H73N4O30X,0,,,0
MGlcn166_rl[e],"released mucin-type O-glycan No 166",cpdAGORA0383,C44H74N4O31,0,,,0
MGlcn167[e],"mucin-type O-glycan No 167",cpdAGORA0384,C63H102N6O43X,-1,,,0
MGlcn167_rl[e],"released mucin-type O-glycan No 167",cpdAGORA0385,C63H103N6O44,-1,,,0
MGlcn168[e],"mucin-type O-glycan No 168",cpdAGORA0386,C63H102N6O43X,-1,,,0
MGlcn168_rl[e],"released mucin-type O-glycan No 168",cpdAGORA0387,C63H103N6O44,-1,,,0
MGlcn169[e],"mucin-type O-glycan No 169",cpdAGORA0388,C63H102N6O43X,-1,,,0
MGlcn169_rl[e],"released mucin-type O-glycan No 169",cpdAGORA0389,C63H103N6O44,-1,,,0
MGlcn16[e],"mucin-type O-glycan No 16",cpdAGORA0390,C52H86N5O35X,0,,,0
MGlcn16_rl[e],"released mucin-type O-glycan No 16",cpdAGORA0391,C52H87N5O36,0,G02914,,0
MGlcn170[e],"mucin-type O-glycan No 170",cpdAGORA0392,C52H86N5O35X,0,,,0
MGlcn170_rl[e],"released mucin-type O-glycan No 170",cpdAGORA0393,C52H87N5O36,0,,,0
MGlcn171[e],"mucin-type O-glycan No 171",cpdAGORA0394,C52H86N5O35X,0,,,0
MGlcn171_rl[e],"released mucin-type O-glycan No 171",cpdAGORA0395,C52H87N5O36,0,,,0
MGlcn172[e],"mucin-type O-glycan No 172",cpdAGORA0396,C48H80N3O34X,0,,,0
MGlcn172_rl[e],"released mucin-type O-glycan No 172",cpdAGORA0397,C48H81N3O35,0,,,0
MGlcn173[e],"mucin-type O-glycan No 173",cpdAGORA0398,C42H70N3O30X,0,,,0
MGlcn173_rl[e],"released mucin-type O-glycan No 173",cpdAGORA0399,C42H71N3O31,0,,,0
MGlcn174[e],"mucin-type O-glycan No 174",cpdAGORA0400,C49H79N5O33X,-1,,,0
MGlcn174_rl[e],"released mucin-type O-glycan No 174",cpdAGORA0401,C49H80N5O34,-1,,,0
MGlcn175[e],"mucin-type O-glycan No 175",cpdAGORA0402,C38H63N4O25X,0,,,0
MGlcn175_rl[e],"released mucin-type O-glycan No 175",cpdAGORA0403,C38H64N4O26,0,,,0
MGlcn176[e],"mucin-type O-glycan No 176",cpdAGORA0404,C61H99N5O42X,-1,,,0
MGlcn176_rl[e],"released mucin-type O-glycan No 176",cpdAGORA0405,C61H100N5O43,-1,,,0
MGlcn177[e],"mucin-type O-glycan No 177",cpdAGORA0406,C50H83N4O34X,0,,,0
MGlcn177_rl[e],"released mucin-type O-glycan No 177",cpdAGORA0407,C50H84N4O35,0,,,0
MGlcn178[e],"mucin-type O-glycan No 178",cpdAGORA0408,C66H105N6O46X,-2,,,0
MGlcn178_rl[e],"released mucin-type O-glycan No 178",cpdAGORA0409,C66H106N6O47,-2,,,0
MGlcn179[e],"mucin-type O-glycan No 179",cpdAGORA0410,C69H112N6O47X,-1,,,0
MGlcn179_rl[e],"released mucin-type O-glycan No 179",cpdAGORA0411,C69H113N6O48,-1,,,0
MGlcn17[e],"mucin-type O-glycan No 17",cpdAGORA0412,C72H119N6O49X,0,,,0
MGlcn17_rl[e],"released mucin-type O-glycan No 17",cpdAGORA0413,C72H120N6O50,0,G04568,,0
MGlcn180[e],"mucin-type O-glycan No 180",cpdAGORA0414,C58H96N5O39X,0,,,0
MGlcn180_rl[e],"released mucin-type O-glycan No 180",cpdAGORA0415,C58H97N5O40,0,,,0
MGlcn181[e],"mucin-type O-glycan No 181",cpdAGORA0416,C74H118N7O51X,-2,,,0
MGlcn181_rl[e],"released mucin-type O-glycan No 181",cpdAGORA0417,C74H119N7O52,-2,,,0
MGlcn182[e],"mucin-type O-glycan No 182",cpdAGORA0418,C22H37N2O14X,0,,,0
MGlcn182_rl[e],"released mucin-type O-glycan No 182",cpdAGORA0419,C22H38N2O15,0,,,0
MGlcn183[e],"mucin-type O-glycan No 183",cpdAGORA0420,C41H66N4O28X,-1,,,0
MGlcn183_rl[e],"released mucin-type O-glycan No 183",cpdAGORA0421,C41H67N4O29,-1,,,0
MGlcn185[e],"mucin-type O-glycan No 185",cpdAGORA0422,C30H50N3O20X,0,,,0
MGlcn185_rl[e],"released mucin-type O-glycan No 185",cpdAGORA0423,C30H51N3O21,0,,,0
MGlcn186[e],"mucin-type O-glycan No 186",cpdAGORA0424,C47H76N4O33X,-1,,,0
MGlcn186_rl[e],"released mucin-type O-glycan No 186",cpdAGORA0425,C47H77N4O34,-1,,,0
MGlcn187[e],"mucin-type O-glycan No 187",cpdAGORA0426,C47H76N4O33X,-1,,,0
MGlcn187_rl[e],"released mucin-type O-glycan No 187",cpdAGORA0427,C47H77N4O34,-1,,,0
MGlcn188[e],"mucin-type O-glycan No 188",cpdAGORA0428,C58H92N5O41X,-2,,,0
MGlcn188_rl[e],"released mucin-type O-glycan No 188",cpdAGORA0429,C58H93N5O42,-2,,,0
MGlcn189[e],"mucin-type O-glycan No 189",cpdAGORA0430,C36H60N3O25X,0,,,0
MGlcn189_rl[e],"released mucin-type O-glycan No 189",cpdAGORA0431,C36H61N3O26,0,,,0
MGlcn18[e],"mucin-type O-glycan No 18",cpdAGORA0432,C44H73N4O30X,0,,,0
MGlcn18_rl[e],"released mucin-type O-glycan No 18",cpdAGORA0433,C44H74N4O31,0,G03003,,0
MGlcn190[e],"mucin-type O-glycan No 190",cpdAGORA0434,C55H89N5O38X,-1,,,0
MGlcn190_rl[e],"released mucin-type O-glycan No 190",cpdAGORA0435,C55H90N5O39,-1,,,0
MGlcn191[e],"mucin-type O-glycan No 191",cpdAGORA0436,C55H89N5O38X,-1,,,0
MGlcn191_rl[e],"released mucin-type O-glycan No 191",cpdAGORA0437,C55H90N5O39,-1,,,0
MGlcn192[e],"mucin-type O-glycan No 192",cpdAGORA0438,C66H105N6O46X,-2,,,0
MGlcn192_rl[e],"released mucin-type O-glycan No 192",cpdAGORA0439,C66H106N6O47,-2,,,0
MGlcn193[e],"mucin-type O-glycan No 193",cpdAGORA0440,C44H73N4O30X,0,,,0
MGlcn193_rl[e],"released mucin-type O-glycan No 193",cpdAGORA0441,C44H74N4O31,0,,,0
MGlcn194[e],"mucin-type O-glycan No 194",cpdAGORA0442,C44H73N4O30X,0,,,0
MGlcn194_rl[e],"released mucin-type O-glycan No 194",cpdAGORA0443,C44H74N4O31,0,,,0
MGlcn195[e],"mucin-type O-glycan No 195",cpdAGORA0444,C26H44NO19X,0,G10799,,0
MGlcn195_rl[e],"released mucin-type O-glycan No 195",cpdAGORA0445,C26H45NO20,0,G00912,,0
MGlcn196[e],"mucin-type O-glycan No 196",cpdAGORA0446,C20H34NO15X,0,,,0
MGlcn196_rl[e],"released mucin-type O-glycan No 196",cpdAGORA0447,C20H35NO16,0,,,0
MGlcn19[e],"mucin-type O-glycan No 19",cpdAGORA0448,C66H109N6O45X,0,,,0
MGlcn19_rl[e],"released mucin-type O-glycan No 19",cpdAGORA0449,C66H110N6O46,0,G02813,,0
MGlcn20[e],"mucin-type O-glycan No 20",cpdAGORA0450,C44H73N4O30X,0,,,0
MGlcn20_rl[e],"released mucin-type O-glycan No 20",cpdAGORA0451,C44H74N4O31,0,,,0
MGlcn21[e],"mucin-type O-glycan No 21",cpdAGORA0452,C58H96N5O40X,0,,,0
MGlcn21_rl[e],"released mucin-type O-glycan No 21",cpdAGORA0453,C58H97N5O41,0,,,0
MGlcn22[e],"mucin-type O-glycan No 22",cpdAGORA0454,C20H34NO14X,0,G11128,,0
MGlcn22_rl[e],"released mucin-type O-glycan No 22",cpdAGORA0455,C20H35NO15,0,G00320,,0
MGlcn23[e],"mucin-type O-glycan No 23",cpdAGORA0456,C28H47N2O19X,0,,,0
MGlcn23_rl[e],"released mucin-type O-glycan No 23",cpdAGORA0457,C28H48N2O20,0,G00566,,0
MGlcn24[e],"mucin-type O-glycan No 24",cpdAGORA0458,C28H47N2O19X,0,G00224,,0
MGlcn24_rl[e],"released mucin-type O-glycan No 24",cpdAGORA0459,C28H48N2O20,0,G08312,,0
MGlcn25[e],"mucin-type O-glycan No 25",cpdAGORA0460,C34H57N2O24X,0,,,0
MGlcn25_rl[e],"released mucin-type O-glycan No 25",cpdAGORA0461,C34H58N2O25,0,G07109,,0
MGlcn26[e],"mucin-type O-glycan No 26",cpdAGORA0462,C34H57N2O24X,0,,,0
MGlcn26_rl[e],"released mucin-type O-glycan No 26",cpdAGORA0463,C34H58N2O25,0,G07108,,0
MGlcn27[e],"mucin-type O-glycan No 27",cpdAGORA0464,C34H57N2O24X,0,,,0
MGlcn27_rl[e],"released mucin-type O-glycan No 27",cpdAGORA0465,C34H58N2O25,0,G07067,,0
MGlcn28[e],"mucin-type O-glycan No 28",cpdAGORA0466,C34H57N2O24X,0,,,0
MGlcn28_rl[e],"released mucin-type O-glycan No 28",cpdAGORA0467,C34H58N2O25,0,G07066,,0
MGlcn29[e],"mucin-type O-glycan No 29",cpdAGORA0468,C36H60N3O24X,0,,,0
MGlcn29_rl[e],"released mucin-type O-glycan No 29",cpdAGORA0469,C36H61N3O25,0,G01996,,0
MGlcn2[e],"mucin-type O-glycan No 2",cpdAGORA0470,C27H43N3O18X,-1,,,0
MGlcn2_rl[e],"released mucin-type O-glycan No 2",cpdAGORA0471,C27H44N3O19,-1,G11519,,0
MGlcn30[e],"mucin-type O-glycan No 30",cpdAGORA0472,C40H67N2O28X,0,G00219,,0
MGlcn30_rl[e],"released mucin-type O-glycan No 30",cpdAGORA0473,C40H68N2O29,0,G00563,,0
MGlcn31[e],"mucin-type O-glycan No 31",cpdAGORA0474,C40H67N2O29X,0,,,0
MGlcn31_rl[e],"released mucin-type O-glycan No 31",cpdAGORA0475,C40H68N2O30,0,,,0
MGlcn32[e],"mucin-type O-glycan No 32",cpdAGORA0476,C42H70N3O29X,0,,,0
MGlcn32_rl[e],"released mucin-type O-glycan No 32",cpdAGORA0477,C42H71N3O30,0,,,0
MGlcn33[e],"mucin-type O-glycan No 33",cpdAGORA0478,C46H77N2O32X,0,,,0
MGlcn33_rl[e],"released mucin-type O-glycan No 33",cpdAGORA0479,C46H78N2O33,0,,,0
MGlcn34[e],"mucin-type O-glycan No 34",cpdAGORA0480,C46H77N2O33X,0,,,0
MGlcn34_rl[e],"released mucin-type O-glycan No 34",cpdAGORA0481,C46H78N2O34,0,,,0
MGlcn35[e],"mucin-type O-glycan No 35",cpdAGORA0482,C46H77N2O33X,0,,,0
MGlcn35_rl[e],"released mucin-type O-glycan No 35",cpdAGORA0483,C46H78N2O34,0,,,0
MGlcn36[e],"mucin-type O-glycan No 36",cpdAGORA0484,C46H77N2O33X,0,,,0
