"KINGDOM"	"PHYLUM"	"CLASS"	"ORDER"	"FAMILY"	"GENUS"	"SPECIES"	"NCBI.NAMES"	"AGORA.NAMES"	"MODEL.NAMES"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori HP250BFiV"	"Helicobacter pylori HP250BFiV"	"Helicobacter_pylori_HP250BFiV"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori HP250BSi"	"Helicobacter pylori HP250BSi"	"Helicobacter_pylori_HP250BSi"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori HP260AFi"	"Helicobacter pylori HP260AFi"	"Helicobacter_pylori_HP260AFi"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori HP260AFii"	"Helicobacter pylori HP260AFii"	"Helicobacter_pylori_HP260AFii"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori HP260ASii"	"Helicobacter pylori HP260ASii"	"Helicobacter_pylori_HP260ASii"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori HP260BFii"	"Helicobacter pylori HP260BFii"	"Helicobacter_pylori_HP260BFii"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori HP260Bi"	"Helicobacter pylori HP260Bi"	"Helicobacter_pylori_HP260Bi"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori HPAG1"	"Helicobacter pylori HPAG1"	"Helicobacter_pylori_HPAG1"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori HUP-B14"	"Helicobacter pylori HUP-B14"	"Helicobacter_pylori_HUP_B14"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori India7"	"Helicobacter pylori India7"	"Helicobacter_pylori_India7"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori J99"	"Helicobacter pylori J99"	"Helicobacter_pylori_J99"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori Lithuania75"	"Helicobacter pylori Lithuania75"	"Helicobacter_pylori_Lithuania75"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori UMB_G1"	"Helicobacter pylori UMB_G1"	"Helicobacter_pylori_MALT"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori N6"	"Helicobacter pylori N6"	"Helicobacter_pylori_N6"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori NAK7"	"Helicobacter pylori NAK7"	"Helicobacter_pylori_NAK7"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori NQ1671"	"Helicobacter pylori NQ1671"	"Helicobacter_pylori_NQ1671"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori NQ1707"	"Helicobacter pylori NQ1707"	"Helicobacter_pylori_NQ1707"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori NQ1712"	"Helicobacter pylori NQ1712"	"Helicobacter_pylori_NQ1712"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori NQ315"	"Helicobacter pylori NQ315"	"Helicobacter_pylori_NQ315"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori NQ352"	"Helicobacter pylori NQ352"	"Helicobacter_pylori_NQ352"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori NQ367"	"Helicobacter pylori NQ367"	"Helicobacter_pylori_NQ367"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori NQ392"	"Helicobacter pylori NQ392"	"Helicobacter_pylori_NQ392"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori NQ4044"	"Helicobacter pylori NQ4044"	"Helicobacter_pylori_NQ4044"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori NQ4053"	"Helicobacter pylori NQ4053"	"Helicobacter_pylori_NQ4053"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori NQ4060"	"Helicobacter pylori NQ4060"	"Helicobacter_pylori_NQ4060"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori NQ4076"	"Helicobacter pylori NQ4076"	"Helicobacter_pylori_NQ4076"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori NQ4099"	"Helicobacter pylori NQ4099"	"Helicobacter_pylori_NQ4099"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori NQ4110"	"Helicobacter pylori NQ4110"	"Helicobacter_pylori_NQ4110"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori NQ4161"	"Helicobacter pylori NQ4161"	"Helicobacter_pylori_NQ4161"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori NQ4191"	"Helicobacter pylori NQ4191"	"Helicobacter_pylori_NQ4191"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori NQ4200"	"Helicobacter pylori NQ4200"	"Helicobacter_pylori_NQ4200"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori NQ4216"	"Helicobacter pylori NQ4216"	"Helicobacter_pylori_NQ4216"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori NQ4228"	"Helicobacter pylori NQ4228"	"Helicobacter_pylori_NQ4228"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori OK113"	"Helicobacter pylori OK113"	"Helicobacter_pylori_OK113"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori OK310"	"Helicobacter pylori OK310"	"Helicobacter_pylori_OK310"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori P12"	"Helicobacter pylori P12"	"Helicobacter_pylori_P12"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori PeCan18"	"Helicobacter pylori PeCan18"	"Helicobacter_pylori_PeCan18"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori PeCan4"	"Helicobacter pylori PeCan4"	"Helicobacter_pylori_PeCan4"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori Puno120"	"Helicobacter pylori Puno120"	"Helicobacter_pylori_Puno120"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori Puno135"	"Helicobacter pylori Puno135"	"Helicobacter_pylori_Puno135"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori R036d"	"Helicobacter pylori R036d"	"Helicobacter_pylori_R036d"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori R037c"	"Helicobacter pylori R037c"	"Helicobacter_pylori_R037c"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori R038b"	"Helicobacter pylori R038b"	"Helicobacter_pylori_R038b"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori R046Wa"	"Helicobacter pylori R046Wa"	"Helicobacter_pylori_R046Wa"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori R055a"	"Helicobacter pylori R055a"	"Helicobacter_pylori_R055a"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori R056a"	"Helicobacter pylori R056a"	"Helicobacter_pylori_R056a"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori R32b"	"Helicobacter pylori R32b"	"Helicobacter_pylori_R32b"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori Rif1"	"Helicobacter pylori Rif1"	"Helicobacter_pylori_Rif1"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori Rif2"	"Helicobacter pylori Rif2"	"Helicobacter_pylori_Rif2"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori Sat464"	"Helicobacter pylori Sat464"	"Helicobacter_pylori_Sat464"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori Shi112"	"Helicobacter pylori Shi112"	"Helicobacter_pylori_Shi112"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori Shi169"	"Helicobacter pylori Shi169"	"Helicobacter_pylori_Shi169"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori Shi417"	"Helicobacter pylori Shi417"	"Helicobacter_pylori_Shi417"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori Shi470"	"Helicobacter pylori Shi470"	"Helicobacter_pylori_Shi470"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori SJM180"	"Helicobacter pylori SJM180"	"Helicobacter_pylori_SJM180"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori SNT49"	"Helicobacter pylori SNT49"	"Helicobacter_pylori_SNT49"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori SouthAfrica7"	"Helicobacter pylori SouthAfrica7"	"Helicobacter_pylori_SouthAfrica7"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori UM007"	"Helicobacter pylori UM007"	"Helicobacter_pylori_UM007"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori UM018"	"Helicobacter pylori UM018"	"Helicobacter_pylori_UM018"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori UM034"	"Helicobacter pylori UM034"	"Helicobacter_pylori_UM034"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori UM037"	"Helicobacter pylori UM037"	"Helicobacter_pylori_UM037"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori UM045"	"Helicobacter pylori UM045"	"Helicobacter_pylori_UM045"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori UM054"	"Helicobacter pylori UM054"	"Helicobacter_pylori_UM054"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori UM066"	"Helicobacter pylori UM066"	"Helicobacter_pylori_UM066"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori UM299"	"Helicobacter pylori UM299"	"Helicobacter_pylori_UM299"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori v225d"	"Helicobacter pylori v225d"	"Helicobacter_pylori_v225d"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter pylori"	"Helicobacter pylori XZ274"	"Helicobacter pylori XZ274"	"Helicobacter_pylori_XZ274"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter rodentium"	"Helicobacter rodentium ATCC 700285"	"Helicobacter rodentium ATCC 700285"	"Helicobacter_rodentium_ATCC_700285"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter trogontum"	"Helicobacter trogontum"	"Helicobacter trogontum"	"Helicobacter_trogontum_50960_7"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter typhlonius"	"Helicobacter typhlonius"	"Helicobacter typhlonius"	"Helicobacter_typhlonius_ATCC_BAA_367"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Helicobacteraceae"	"Helicobacter"	"Helicobacter winghamensis"	"Helicobacter winghamensis ATCC BAA-430"	"Helicobacter winghamensis ATCC BAA-430"	"Helicobacter_winghamensis_ATCC_BAA_430"
"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Herbaspirillum"	"Herbaspirillum huttiense"	"Herbaspirillum huttiense"	"Herbaspirillum huttiense"	"Herbaspirillum_huttiense_1147"
"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Herbaspirillum"	"Herbaspirillum huttiense"	"Herbaspirillum huttiense"	"Herbaspirillum huttiense"	"Herbaspirillum_huttiense_AU6965_10_3"
"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Herbaspirillum"	"Herbaspirillum huttiense"	"Herbaspirillum huttiense"	"Herbaspirillum huttiense"	"Herbaspirillum_huttiense_NFYY_53159"
"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Herbaspirillum"	"Herbaspirillum huttiense"	"Herbaspirillum huttiense subsp. putei IAM 15032"	"Herbaspirillum huttiense subsp. putei IAM 15032"	"Herbaspirillum_huttiense_subsp_putei_IAM_15032"
"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Holdemania"	"Holdemania filiformis"	"Holdemania filiformis DSM 12042"	"Holdemania filiformis DSM 12042"	"Holdemania_filiformis_VPI_J1_31B_1_DSM_12042"
"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Holdemania"	"Holdemania massiliensis"	"Holdemania massiliensis AP2"	"Holdemania massiliensis AP2"	"Holdemania_massiliensis_AP2"
"Bacteria"	"Bacteroidetes"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Hydrotalea"	"Hydrotalea flava"	"Hydrotalea flava"	"Hydrotalea flava"	"Hydrotalea_flava_isolate_2"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Peptostreptococcaceae"	"Intestinibacter"	"Intestinibacter bartlettii"	"Intestinibacter bartlettii"	"Intestinibacter bartlettii"	"Intestinibacter_bartlettii_ERR1022395"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Peptostreptococcaceae"	"Intestinibacter"	"Intestinibacter bartlettii"	"Intestinibacter bartlettii"	"Intestinibacter bartlettii"	"Intestinibacter_bartlettii_ERR1022418"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Peptostreptococcaceae"	"Intestinibacter"	"Intestinibacter nov. ERR2221096"	"Intestinibacter"	"Intestinibacter"	"Intestinibacter_nov_ERR2221096"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"unclassified Clostridiales"	"Intestinimonas"	"Intestinimonas butyriciproducens"	"Intestinimonas butyriciproducens"	"Intestinimonas butyriciproducens"	"Intestinimonas_butyriciproducens_AF211"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"unclassified Clostridiales"	"Intestinimonas"	"Intestinimonas butyriciproducens"	"Intestinimonas butyriciproducens"	"Intestinimonas butyriciproducens"	"Intestinimonas_butyriciproducens_ERR1022450"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"unclassified Clostridiales"	"Intestinimonas"	"Intestinimonas butyriciproducens"	"Intestinimonas butyriciproducens"	"Intestinimonas butyriciproducens"	"Intestinimonas_butyriciproducens_SRB_521_5_I"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriales incertae sedis"	"Intestinimonas"	"Intestinimonas massiliensis"	"Intestinimonas massiliensis DSM 100417"	"Intestinimonas massiliensis DSM 100417"	"Intestinimonas_massiliensis_DSM_100417"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"unclassified Clostridiales"	"Intestinimonas"	"Intestinimonas nov. ERR1022454"	"Intestinimonas"	"Intestinimonas"	"Intestinimonas_nov_ERR1022454"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"unclassified Clostridiales"	"Intestinimonas"	"Intestinimonas nov. ERR171285"	"Intestinimonas"	"Intestinimonas"	"Intestinimonas_nov_ERR171285"
"Bacteria"	"unclassified Bacteria"	"unclassified Bacteria"	"unclassified Bacteria"	"unclassified Bacteria"	"unclassified Bacteria"	"bacterium OL-1"	"bacterium OL-1"	"bacterium OL-1"	"Jeddahella_massiliensis_OL_1"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Johnsonella"	"Johnsonella ignava"	"Johnsonella ignava ATCC 51276"	"Johnsonella ignava ATCC 51276"	"Johnsonella_ignava_ATCC_51276"
"Bacteria"	"Synergistetes"	"Synergistia"	"Synergistales"	"Synergistaceae"	"Jonquetella"	"Jonquetella anthropi"	"Jonquetella anthropi DSM 22815"	"Jonquetella anthropi DSM 22815"	"Jonquetella_anthropi_DSM_22815"
"Bacteria"	"Synergistetes"	"Synergistia"	"Synergistales"	"Synergistaceae"	"Jonquetella"	"Jonquetella anthropi"	"Jonquetella anthropi E3_33 E1"	"Jonquetella anthropi E3_33 E1"	"Jonquetella_anthropi_E3_33_E1"
"Bacteria"	"Firmicutes"	"Tissierellia"	"Tissierellia"	"Tissierellia incertae sedis"	"Kallipyga"	"Kallipyga gabonensis"	"Kallipyga gabonensis DSM 100575"	"Kallipyga gabonensis DSM 100575"	"Kallipyga_gabonensis_DSM_100575"
"Bacteria"	"Firmicutes"	"Tissierellia"	"unclassified Tissierellia"	"unclassified Tissierellia"	"Kallipyga"	"Kallipyga massiliensis"	"Kallipyga massiliensis ph2"	"Kallipyga massiliensis ph2"	"Kallipyga_massiliensis_ph2"
"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Coprobacillaceae"	"Kandleria"	"Kandleria vitulina"	"Kandleria vitulina DSM 20405"	"Kandleria vitulina DSM 20405"	"Kandleria_vitulina_DSM_20405"
"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Kingella"	"Kingella denitrificans"	"Kingella denitrificans ATCC 33394"	"Kingella denitrificans ATCC 33394"	"Kingella_denitrificans_ATCC_33394"
"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Kingella"	"Kingella denitrificans"	"Kingella denitrificans"	"Kingella denitrificans"	"Kingella_denitrificans_isolate_GC77"
"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Kingella"	"Kingella oralis"	"Kingella oralis ATCC 51147"	"Kingella oralis ATCC 51147"	"Kingella_oralis_ATCC_51147"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Klebsiella"	"Klebsiella aerogenes"	"Klebsiella aerogenes"	"Klebsiella aerogenes"	"Klebsiella_aerogenes_CAV1320"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Klebsiella"	"Klebsiella aerogenes"	"Klebsiella aerogenes"	"Klebsiella aerogenes"	"Klebsiella_aerogenes_G7"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Klebsiella"	"Klebsiella michiganensis"	"Klebsiella michiganensis"	"Klebsiella michiganensis"	"Klebsiella_michiganensis_10_5242"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Klebsiella"	"Klebsiella michiganensis"	"Klebsiella michiganensis"	"Klebsiella michiganensis"	"Klebsiella_michiganensis_10_5250"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Klebsiella"	"Klebsiella michiganensis"	"Klebsiella michiganensis"	"Klebsiella michiganensis"	"Klebsiella_michiganensis_FDAARGOS_66"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Klebsiella"	"Klebsiella michiganensis"	"Klebsiella michiganensis"	"Klebsiella michiganensis"	"Klebsiella_michiganensis_M1"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Klebsiella"	"Klebsiella michiganensis"	"Klebsiella michiganensis"	"Klebsiella michiganensis"	"Klebsiella_michiganensis_MGH87"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Klebsiella"	"Klebsiella oxytoca"	"Klebsiella oxytoca 10-5243"	"Klebsiella oxytoca 10-5243"	"Klebsiella_oxytoca_10_5243"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Klebsiella"	"Klebsiella oxytoca"	"Klebsiella oxytoca 10-5245"	"Klebsiella oxytoca 10-5245"	"Klebsiella_oxytoca_10_5245"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Klebsiella"	"Klebsiella oxytoca"	"Klebsiella oxytoca 10-5248"	"Klebsiella oxytoca 10-5248"	"Klebsiella_oxytoca_10_5248"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Klebsiella"	"Klebsiella oxytoca"	"Klebsiella oxytoca 11492-1"	"Klebsiella oxytoca 11492-1"	"Klebsiella_oxytoca_11492_1"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Klebsiella"	"Klebsiella oxytoca"	"Klebsiella oxytoca"	"Klebsiella oxytoca"	"Klebsiella_oxytoca_CAV1099"
